id,ident,type,name,latitude_deg,longitude_deg
26846,WION,medium_airport,Ranai Airport,3.908710003,108.3880005
26847,WIOO,medium_airport,Supadio Airport,-0.150711,109.4039993
26848,WIOP,medium_airport,Pangsuma Airport,0.835578024,112.9369965
26849,WIOS,medium_airport,Sintang(Susilo) Airport,0.063619003,111.4729996
26850,WIPA,small_airport,Sultan Thaha Airport,-1.638020039,103.6439972
26851,WIPD,small_airport,Banding Agung Airport,-4.787020206,103.9329987
26852,WIPK,small_airport,Pangkal Pinang (Depati Amir) Airport,-2.162199974,106.1389999
26853,WIPL,medium_airport,Fatmawati Soekarno Airport,-3.8637,102.338997
26854,WIPO,small_airport,Gatot Subrato Airport,-4.391769886,104.401001
26855,WIPP,medium_airport,Sultan Mahmud Badaruddin II Airport,-2.898250103,104.6999969
26856,WIPQ,medium_airport,Pendopo Airport,-3.286070108,103.8799973
26857,WIPR,medium_airport,Japura Airport,-0.352807999,102.3349991
26858,WIPT,medium_airport,Minangkabau Airport,-0.786916971,100.2809982
26859,WITB,small_airport,Maimun Saleh Airport,5.874129772,95.33969879
26860,WITL,medium_airport,Lhok Sukon Airport,5.069509983,97.25920105
26861,WITM,small_airport,Malikus Saleh Airport,5.226679802,96.95030212
26862,WITT,medium_airport,Sultan Iskandar Muda International Airport,5.522872024,95.42063713
26863,WMAP,medium_airport,Kluang Airport,2.041389942,103.3069992
26864,WMBT,medium_airport,Pulau Tioman Airport,2.818180084,104.1600037
26865,WMGK,small_airport,Gong Kedak Airport,5.799570084,102.4840012
26866,WMKA,medium_airport,Sultan Abdul Halim Airport,6.189670086,100.3980026
26867,WMKB,medium_airport,Butterworth Airport,5.465919971,100.3909988
26868,WMKC,medium_airport,Sultan Ismail Petra Airport,6.16685009,102.2929993
26869,WMKD,medium_airport,Kuantan Airport,3.77538991,103.2089996
26870,WMKE,medium_airport,Kerteh Airport,4.537220001,103.427002
26871,WMKF,small_airport,Simpang Airport,3.11225009,101.7030029
26872,WMKI,medium_airport,Sultan Azlan Shah Airport,4.567969799,101.0920029
26873,WMKJ,medium_airport,Senai International Airport,1.641309977,103.6699982
26874,WMKK,large_airport,Kuala Lumpur International Airport,2.745579958,101.7099991
26875,WMKL,medium_airport,Langkawi International Airport,6.329730034,99.72869873
26876,WMKM,medium_airport,Malacca Airport,2.263360024,102.2519989
26877,WMKN,medium_airport,Sultan Mahmud Airport,5.382639885,103.1029968
26878,WMKP,medium_airport,Penang International Airport,5.297140121,100.2770004
26879,WMSA,medium_airport,Sultan Abdul Aziz Shah International Airport,3.130579948,101.5490036
26880,WPDB,medium_airport,Suai Airport,-9.303310394,125.2870026
26881,WPDL,medium_airport,Presidente Nicolau Lobato International Airport,-8.54640007,125.526001
26882,WPEC,medium_airport,Cakung Airport,-8.489029884,126.401001
26883,WSAG,medium_airport,Sembawang Air Base,1.425259948,103.8130035
26884,WSAP,medium_airport,Paya Lebar Air Base,1.360419989,103.9100037
26885,WSAT,medium_airport,Tengah Air Base,1.38725996,103.7089996
26886,WSSL,medium_airport,Seletar Airport,1.416949987,103.8679962
26887,WSSS,large_airport,Singapore Changi Airport,1.35019,103.994003
26888,YABA,medium_airport,Albany Airport,-34.94329834,117.8089981
26889,YAMB,medium_airport,RAAF Base Amberley,-27.6406,152.712006
26890,YAPH,medium_airport,Alpha Airport,-23.646099,146.584
26891,YARA,medium_airport,Ararat Airport,-37.30939865,142.9889984
26892,YARG,small_airport,Argyle Airport,-16.6369,128.451004
26893,YARM,medium_airport,Armidale Airport,-30.52809906,151.6170044
26894,YAUR,small_airport,Aurukun Airport,-13.354067,141.72065
26895,YAYE,medium_airport,Ayers Rock Connellan Airport,-25.1861,130.975998
26896,YAYR,small_airport,Ayr Airport,-19.58440018,147.3289948
26897,YBAF,small_airport,Brisbane Archerfield Airport,-27.57029915,153.0079956
26898,YBAM,small_airport,Northern Peninsula Airport,-10.9508,142.459
26899,YBAR,medium_airport,Barcaldine Airport,-23.56529999,145.3070068
26900,YBAS,medium_airport,Alice Springs Airport,-23.80669975,133.9019928
26901,YBBN,large_airport,Brisbane International Airport,-27.38419914,153.1170044
26902,YBCG,medium_airport,Gold Coast Airport,-28.1644001,153.5050049
26903,YBCK,medium_airport,Blackall Airport,-24.42779922,145.4290009
26904,YBCS,medium_airport,Cairns International Airport,-16.88579941,145.7550049
26905,YBCV,medium_airport,Charleville Airport,-26.41329956,146.2619934
26906,YBDG,small_airport,Bendigo Airport,-36.73939896,144.3300018
26907,YBDV,medium_airport,Birdsville Airport,-25.89749908,139.3480072
26908,YBHI,medium_airport,Broken Hill Airport,-32.00139999,141.4720001
26909,YBHM,medium_airport,Hamilton Island Airport,-20.35810089,148.9519959
26910,YBIE,medium_airport,Bedourie Airport,-24.34609985,139.4600067
26911,YBIR,small_airport,Birchip Airport,-35.99969864,142.9170074
26912,YBKE,medium_airport,Bourke Airport,-30.03919983,145.9519958
26913,YBKT,small_airport,Burketown Airport,-17.74860001,139.5339966
26914,YBLA,medium_airport,Benalla Airport,-36.55189896,146.0070038
26915,YBLN,small_airport,Busselton Regional Airport,-33.68842316,115.4015961
26916,YBLT,small_airport,Ballarat Airport,-37.51169968,143.7910004
26917,YBMA,medium_airport,Mount Isa Airport,-20.66390038,139.4889984
26918,YBMC,medium_airport,Sunshine Coast Airport,-26.60330009,153.0910034
26919,YBMK,medium_airport,Mackay Airport,-21.17169952,149.1799927
26920,YBNA,medium_airport,Ballina Byron Gateway Airport,-28.83390045,153.5619965
26921,YBNS,medium_airport,Bairnsdale Airport,-37.88750076,147.5679932
26922,YBOK,medium_airport,Oakey Airport,-27.41139984,151.7350006
26923,YBOU,medium_airport,Boulia Airport,-22.91329956,139.8999939
26924,YBPN,medium_airport,Proserpine Whitsunday Coast Airport,-20.49500084,148.552002
26925,YBRK,medium_airport,Rockhampton Airport,-23.38190079,150.4750061
26926,YBRL,small_airport,Borroloola Airport,-16.07530022,136.302002
26927,YBRM,medium_airport,Broome International Airport,-17.94470024,122.2320023
26928,YBRN,medium_airport,Balranald Airport,-34.62360001,143.5780029
26929,YBRW,medium_airport,Brewarrina Airport,-29.97389984,146.8170013
26930,YBRY,small_airport,Barimunya Airport,-22.6739006,119.1660004
26931,YBSG,small_airport,RAAF Scherger,-12.62390041,142.0870056
26932,YBTH,medium_airport,Bathurst Airport,-33.40940094,149.6519928
26933,YBTI,medium_airport,Bathurst Island Airport,-11.76920033,130.6199951
26934,YBTL,medium_airport,Townsville Airport,-19.25250053,146.7649994
26935,YBTR,medium_airport,Blackwater Airport,-23.60309982,148.8070068
26936,YBUD,medium_airport,Bundaberg Airport,-24.90390015,152.3190002
26937,YBUN,small_airport,Bunbury Airport,-33.37829971,115.677002
26938,YBWG,small_airport,Bronzewing Airport,-27.36560059,121.0360031
26939,YBWP,medium_airport,Weipa Airport,-12.67860031,141.9250031
26940,YBWX,small_airport,Barrow Island Airport,-20.86440086,115.4059982
26941,YCAR,medium_airport,Carnarvon Airport,-24.880211,113.67174
26942,YCAS,small_airport,Casino Airport,-28.88279915,153.0670013
26943,YCBA,medium_airport,Cobar Airport,-31.53829956,145.7940063
26944,YCBB,medium_airport,Coonabarabran Airport,-31.33250046,149.2669983
26945,YCBG,small_airport,Hobart Cambridge Airport,-42.8266983,147.4750061
26946,YCBP,medium_airport,Coober Pedy Airport,-29.04000092,134.720993
26947,YCCA,medium_airport,Chinchilla Airport,-26.77499962,150.6170044
26948,YCCY,medium_airport,Cloncurry Airport,-20.66860008,140.5039978
26949,YCDO,small_airport,Condobolin Airport,-33.06439972,147.2089996
26950,YCDU,medium_airport,Ceduna Airport,-32.13059998,133.7100067
26951,YCEE,medium_airport,Cleve Airport,-33.70970154,136.5050049
26952,YCGO,small_airport,Chillagoe Airport,-17.14279938,144.529007
26953,YCHT,small_airport,Charters Towers Airport,-20.04310036,146.272995
26954,YCIN,medium_airport,RAAF Base Curtin,-17.58139992,123.8280029
26955,YCKN,medium_airport,Cooktown Airport,-15.44470024,145.1840057
26956,YCMT,medium_airport,Clermont Airport,-22.7730999,147.6210022
26957,YCMU,medium_airport,Cunnamulla Airport,-28.03000069,145.621994
26958,YCNK,small_airport,Cessnock Airport,-32.787498,151.341995
26959,YCNM,medium_airport,Coonamble Airport,-30.98329926,148.3760071
26960,YCNY,small_airport,Century Mine Airport,-18.75329971,138.7070007
26961,YCOE,medium_airport,Coen Airport,-13.761133,143.113311
26962,YCOM,medium_airport,Cooma Snowy Mountains Airport,-36.30059814,148.973999
26963,YCOR,medium_airport,Corowa Airport,-35.99470139,146.3569946
26964,YCRG,medium_airport,Corryong Airport,-36.18280029,147.8880005
26965,YCTM,medium_airport,Cootamundra Airport,-34.62390137,148.0279999
26966,YCUN,small_airport,Cunderdin Airport,-31.62220001,117.2170029
26967,YCUS,small_airport,Cummins Airport,-34.20830154,135.6419983
26968,YCWR,medium_airport,Cowra Airport,-33.84469986,148.6490021
26969,YDAY,small_airport,Dalby Airport,-27.15530014,151.2669983
26970,YDBI,medium_airport,Dirranbandi Airport,-28.5916996,148.2169952
26971,YDBY,medium_airport,Derby Airport,-17.37000084,123.6610031
26972,YDLQ,medium_airport,Deniliquin Airport,-35.55939865,144.9459991
26973,YDMG,small_airport,Doomadgee Airport,-17.94029999,138.8220062
26974,YDOD,small_airport,Donald Airport,-36.36029816,143.0079956
26975,YDPO,medium_airport,Devonport Airport,-41.16970062,146.4299927
26976,YDYS,medium_airport,Dysart Airport,-22.62220001,148.3639984
26977,OY74,medium_airport,Al Anad Air Base,13.17469978,44.76509857
26978,OY75,small_airport,Canoxy Airport,15.60179996,49.08069992
26979,YECH,medium_airport,Echuca Airport,-36.15719986,144.7619934
26980,YELD,medium_airport,Elcho Island Airport,-12.01939964,135.5709991
26981,YEML,medium_airport,Emerald Airport,-23.56749916,148.1790009
26982,YESP,medium_airport,Esperance Airport,-33.684399,121.822998
26983,YEVD,small_airport,Evans Head Aerodrome,-29.09329987,153.4199982
26984,YFBS,medium_airport,Forbes Airport,-33.363602,147.934998
26985,YFRT,medium_airport,Forrest Airport,-30.83810043,128.1150055
26986,YFTZ,medium_airport,Fitzroy Crossing Airport,-18.18190002,125.5589981
26987,YGAY,small_airport,Gayndah Airport,-25.61440086,151.6190033
26988,YGDA,small_airport,Goodooga Airport,-29.07329941,147.3760071
26989,YGDH,medium_airport,Gunnedah Airport,-30.96109962,150.2510071
26990,YGDI,small_airport,Goondiwindi Airport,-28.52140045,150.3200073
26991,YGEL,medium_airport,Geraldton Airport,-28.796101,114.707001
26992,YGFN,medium_airport,Grafton Airport,-29.75939941,153.0299988
26993,YGIG,small_airport,RAAF Gingin,-31.46529961,115.862999
26994,YGLA,medium_airport,Gladstone Airport,-23.86969948,151.2230072
26995,YGLB,medium_airport,Goulburn Airport,-34.81029892,149.7259979
26996,YGLI,medium_airport,Glen Innes Airport,-29.67499924,151.6889954
26997,YGPT,medium_airport,Garden Point Airport,-11.40250015,130.4219971
26998,YGTE,medium_airport,Groote Eylandt Airport,-13.97500038,136.4600067
26999,YGTH,medium_airport,Griffith Airport,-34.25080109,146.0670013
27000,YGTN,small_airport,Georgetown Airport,-18.30500031,143.5299988
27001,YGYM,small_airport,Gympie Airport,-26.28280067,152.7019958
27002,YHAY,medium_airport,Hay Airport,-34.53139877,144.8300018
27003,YHBA,medium_airport,Hervey Bay Airport,-25.31889915,152.8800049
27004,YHID,medium_airport,Horn Island Airport,-10.58640003,142.2899933
27005,YHLC,medium_airport,Halls Creek Airport,-18.23390007,127.6699982
27006,YHLS,small_airport,Hillston Airport,-33.49330139,145.522995
27007,YHML,medium_airport,Hamilton Airport,-37.64889908,142.0650024
27008,YHOT,medium_airport,Mount Hotham Airport,-37.04750061,147.3339996
27010,YHPN,medium_airport,Hopetoun Airport,-35.71530151,142.3600006
27011,YHSM,medium_airport,Horsham Airport,-36.66970062,142.1730042
27012,YHUG,small_airport,Hughenden Airport,-20.81500053,144.2250061
27013,YIFL,small_airport,Innisfail Airport,-17.55940056,146.0119934
27014,YIGM,small_airport,Ingham Airport,-18.66060066,146.1519928
27015,YISF,small_airport,Isisford Airport,-24.25830078,144.4250031
27016,YIVL,medium_airport,Inverell Airport,-29.88829994,151.1439972
27017,YIVO,small_airport,Ivanhoe Airport,-32.88330078,144.3099976
27018,YJAB,small_airport,Jabiru Airport,-12.6583004,132.8930054
27019,YJBY,small_airport,Jervis Bay Airport,-35.14720154,150.6970062
27020,YJLC,small_airport,Julia Creek Airport,-20.66830063,141.7230072
27021,YKBY,small_airport,Streaky Bay Airport,-32.83580017,134.2929993
27022,YKER,medium_airport,Kerang Airport,-35.75139999,143.9389954
27023,YKII,medium_airport,King Island Airport,-39.87749863,143.878006
27024,YKKG,small_airport,Kalkgurung Airport,-17.43190002,130.8079987
27025,YKMP,medium_airport,Kempsey Airport,-31.07439995,152.7700043
27026,YKOW,medium_airport,Kowanyama Airport,-15.48560047,141.7510071
27027,YKRY,medium_airport,Kingaroy Airport,-26.5807991,151.8410034
27028,YKSC,medium_airport,Kingscote Airport,-35.71390152,137.5209961
27029,YKUB,small_airport,Kubin Airport,-10.22500038,142.2180023
27030,YLEC,medium_airport,Leigh Creek Airport,-30.59830093,138.4259949
27031,YLEG,small_airport,Leongatha Airport,-38.49309921,145.8600006
27032,YLEO,medium_airport,Leonora Airport,-28.87809944,121.3150024
27033,YLEV,small_airport,Lake Evella Airport,-12.49890041,135.8059998
27034,YLHR,medium_airport,Lockhart River Airport,-12.7869,143.304993
27035,YLIS,medium_airport,Lismore Airport,-28.83029938,153.2599945
27036,YLLE,small_airport,Ballera Airport,-27.405633,141.809458
27037,YLRD,medium_airport,Lightning Ridge Airport,-29.45669937,147.9839935
27038,YLRE,medium_airport,Longreach Airport,-23.43420029,144.2799988
27039,YLST,medium_airport,Leinster Airport,-27.84329987,120.7030029
27040,YLTN,small_airport,Laverton Airport,-28.61359978,122.4240036
27041,YLTV,medium_airport,Latrobe Valley Airport,-38.207199,146.470001
27042,YLZI,small_airport,Lizard Island Airport,-14.673273,145.454571
27043,YMAV,medium_airport,Avalon Airport,-38.03939819,144.4689941
27044,YMAY,medium_airport,Albury Airport,-36.06779861,146.9579926
27045,YMBA,medium_airport,Mareeba Airport,-17.06920052,145.4190063
27046,YMBU,small_airport,Maryborough Airport,-37.03310013,143.7089996
27047,YMCT,small_airport,Millicent Airport,-37.58359909,140.3659973
27048,YMDG,medium_airport,Mudgee Airport,-32.5625,149.6109924
27049,YMDY,small_airport,Mount Bundey Airport,-12.89000034,131.9080048
27050,YMEK,medium_airport,Meekatharra Airport,-26.61170006,118.5479965
27051,YMEN,medium_airport,Melbourne Essendon Airport,-37.72809982,144.9019928
27052,YMER,medium_airport,Merimbula Airport,-36.90859985,149.901001
27053,YMES,medium_airport,RAAF Base East Sale,-38.09889984,147.1490021
27054,YMGB,small_airport,Milingimbi Airport,-12.09440041,134.8939972
27055,YMGD,medium_airport,Maningrida Airport,-12.05609989,134.2339935
27056,YMGI,small_airport,Mungindi Airport,-28.9666996,149.0579987
27057,YMGT,small_airport,Margaret River Airport,-33.93059921,115.0999985
27058,YMHB,medium_airport,Hobart International Airport,-42.83610153,147.5099945
27059,YMHU,small_airport,McArthur River Mine Airport,-16.44249916,136.0839996
27060,YMIA,medium_airport,Mildura Airport,-34.22919846,142.0859985
27061,YMIT,small_airport,Mitchell Airport,-26.48329926,147.9369965
27062,YMJM,small_airport,Manjimup Airport,-34.26530075,116.1399994
27063,YMLT,medium_airport,Launceston Airport,-41.54529953,147.2140045
27064,YMMB,medium_airport,Melbourne Moorabbin Airport,-37.97579956,145.102005
27065,YMMI,small_airport,Murrin Murrin Airport,-28.70529938,121.8909988
27066,YMML,large_airport,Melbourne International Airport,-37.6733017,144.8430023
27067,YMMU,small_airport,Middlemount Airport,-22.80249977,148.7050018
27068,YMND,small_airport,Maitland Airport,-32.70330048,151.4880066
27069,YMNE,medium_airport,Mount Keith Airport,-27.28639984,120.5550003
27070,YMNG,small_airport,Mangalore Airport,-36.88830185,145.1840057
27071,YMOG,medium_airport,Mount Magnet Airport,-28.11610031,117.8420029
27072,YMOR,medium_airport,Moree Airport,-29.49889946,149.8450012
27073,YMPC,medium_airport,RAAF Williams Point Cook Base,-37.93220139,144.753006
27074,YMRB,medium_airport,Moranbah Airport,-22.05780029,148.0769959
27075,YMRY,medium_airport,Moruya Airport,-35.89780045,150.1439972
27076,YMTG,medium_airport,Mount Gambier Airport,-37.74560165,140.7850037
27077,YMTI,small_airport,Mornington Island Airport,-16.66250038,139.1779938
27078,YMTO,small_airport,Monto Airport,-24.88579941,151.1000061
27079,YMUL,small_airport,Murray Field,-32.50830078,115.8420029
27080,YMYB,small_airport,Maryborough Airport,-25.51329994,152.7149963
27081,YNAR,medium_airport,Narrandera Airport,-34.70220184,146.5119934
27082,YNBR,medium_airport,Narrabri Airport,-30.31920052,149.8269959
27083,YNGU,medium_airport,Ngukurr Airport,-14.72280025,134.746994
27084,YNHL,small_airport,Nhill Airport,-36.30970001,141.6410065
27085,YNRC,small_airport,Naracoorte Airport,-36.98529816,140.7250061
27086,YNRM,medium_airport,Narromine Airport,-32.21469879,148.2250061
27087,YNRV,small_airport,Ravensthorpe Airport,-33.79719925,120.2080002
27088,YNTN,medium_airport,Normanton Airport,-17.68409,141.069664
27089,YNUM,small_airport,Numbulwar Airport,-14.27169991,135.7169952
27090,YNWN,medium_airport,Newman Airport,-23.4178009,119.8030014
27091,YNYN,small_airport,Nyngan Airport,-31.55109978,147.2030029
27092,YOEN,small_airport,Oenpelli Airport,-12.32499981,133.0059967
27093,YOLD,small_airport,Olympic Dam Airport,-30.48500061,136.8769989
27094,YOOM,small_airport,Moomba Airport,-28.09939957,140.1970062
27095,YORG,medium_airport,Orange Airport,-33.38169861,149.1329956
27096,YPAD,medium_airport,Adelaide International Airport,-34.94499969,138.5310059
27097,YPAG,medium_airport,Port Augusta Airport,-32.50690079,137.7169952
27098,YPAM,small_airport,Palm Island Airport,-18.75530052,146.5809937
27099,YPBO,medium_airport,Paraburdoo Airport,-23.17110062,117.7450027
27100,YPCC,medium_airport,Cocos (Keeling) Islands Airport,-12.18830013,96.83390045
27101,YPDN,medium_airport,Darwin International Airport,-12.41469955,130.8769989
27102,YPEA,medium_airport,RAAF Base Pearce,-31.6678009,116.0149994
27103,YPED,medium_airport,RAAF Base Edinburgh,-34.70249939,138.6210022
27104,YPGV,medium_airport,Gove Airport,-12.26939964,136.8179932
27105,YPIR,medium_airport,Port Pirie Airport,-33.23889923,137.9949951
27106,YPJT,medium_airport,Perth Jandakot Airport,-32.09749985,115.8809967
27107,YPKA,medium_airport,Karratha Airport,-20.71220016,116.7730026
27108,YPKG,medium_airport,Kalgoorlie Boulder Airport,-30.7894001,121.461998
27109,YPKS,medium_airport,Parkes Airport,-33.13140106,148.2389984
27110,YPKT,medium_airport,Port Keats Airport,-14.25,129.529007
27111,YPKU,medium_airport,Kununurra Airport,-15.77810001,128.7079926
27112,YPLC,medium_airport,Port Lincoln Airport,-34.6053009,135.8800049
27113,YPLM,medium_airport,Learmonth Airport,-22.23559952,114.0889969
27114,YPMP,small_airport,Pormpuraaw Airport,-14.896451,141.60908
27115,YPMQ,medium_airport,Port Macquarie Airport,-31.43580055,152.8630066
27116,YPOD,medium_airport,Portland Airport,-38.31809998,141.470993
27117,YPPD,medium_airport,Port Hedland International Airport,-20.37779999,118.6259995
27118,YPPF,small_airport,Adelaide Parafield Airport,-34.79330063,138.6329956
